Voltage U1	Corriente IA	Voltage U2	Voltage U3	Voltage UH
U1/V	IA/nA	U2/V	U3/V	UH/V

0,02	0,20	5,0	5,8	4,5
0,04	0,19	5,0	5,8	4,5
0,07	0,19	5,0	5,8	4,5
0,09	0,18	5,0	5,8	4,5
0,12	0,17	5,0	5,8	4,5
0,14	0,16	5,0	5,8	4,5
0,17	0,15	5,0	5,8	4,5
0,19	0,14	5,0	5,8	4,5
0,21	0,13	5,0	5,8	4,5
0,24	0,12	5,0	5,8	4,5
0,26	0,12	5,0	5,8	4,5
0,29	0,11	5,0	5,8	4,5
0,31	0,09	5,0	5,8	4,5
0,34	0,09	5,0	5,8	4,5
0,36	0,08	5,0	5,8	4,5
0,39	0,08	5,0	5,8	4,5
0,41	0,08	5,0	5,8	4,5
0,43	0,08	5,0	5,8	4,5
0,46	0,09	5,0	5,8	4,5
0,48	0,09	5,0	5,8	4,5
0,51	0,09	5,0	5,8	4,5
0,53	0,08	5,0	5,8	4,5
0,56	0,09	5,0	5,8	4,5
0,58	0,09	5,0	5,8	4,5
0,61	0,09	5,0	5,8	4,5
0,63	0,08	5,0	5,8	4,5
0,65	0,09	5,0	5,8	4,5
0,68	0,09	5,0	5,8	4,5
0,70	0,09	5,0	5,8	4,5
0,73	0,09	5,0	5,8	4,5
0,75	0,09	5,0	5,8	4,5
0,78	0,09	5,0	5,8	4,5
0,80	0,09	5,0	5,8	4,5
0,83	0,10	5,0	5,8	4,5
0,85	0,11	5,0	5,8	4,5
0,87	0,11	5,0	5,8	4,5
0,90	0,11	5,0	5,8	4,5
0,92	0,10	5,0	5,8	4,5
0,95	0,11	5,0	5,8	4,5
0,97	0,11	5,0	5,8	4,5
1,00	0,11	5,0	5,8	4,5
1,02	0,11	5,0	5,8	4,5
1,05	0,12	5,0	5,8	4,5
1,07	0,12	5,0	5,8	4,5
1,09	0,12	5,0	5,8	4,5
1,12	0,12	5,0	5,8	4,5
1,14	0,12	5,0	5,8	4,5
1,17	0,12	5,0	5,8	4,5
1,19	0,12	5,0	5,8	4,5
1,22	0,12	5,0	5,8	4,5
1,24	0,12	5,0	5,8	4,5
1,26	0,13	5,0	5,8	4,5
1,29	0,12	5,0	5,8	4,5
1,31	0,12	5,0	5,8	4,5
1,34	0,13	5,0	5,8	4,5
1,36	0,13	5,0	5,8	4,5
1,39	0,12	5,0	5,8	4,5
1,41	0,12	5,0	5,8	4,5
1,44	0,13	5,0	5,8	4,5
1,46	0,13	5,0	5,8	4,5
1,48	0,12	5,0	5,8	4,5
1,51	0,12	5,0	5,8	4,5
1,53	0,13	5,0	5,8	4,5
1,56	0,13	5,0	5,8	4,5
1,58	0,12	5,0	5,8	4,5
1,61	0,12	5,0	5,8	4,5
1,63	0,12	5,0	5,8	4,5
1,66	0,12	5,0	5,8	4,5
1,68	0,11	5,0	5,8	4,5
1,70	0,11	5,0	5,8	4,5
1,73	0,12	5,0	5,8	4,5
1,75	0,12	5,0	5,8	4,5
1,78	0,11	5,0	5,8	4,5
1,80	0,12	5,0	5,8	4,5
1,83	0,12	5,0	5,8	4,5
1,85	0,12	5,0	5,8	4,5
1,88	0,11	5,0	5,8	4,5
1,90	0,12	5,0	5,8	4,5
1,92	0,12	5,0	5,8	4,5
1,95	0,12	5,0	5,8	4,5
1,97	0,11	5,0	5,8	4,5
2,00	0,12	5,0	5,8	4,5
2,02	0,12	5,0	5,8	4,5
2,05	0,12	5,0	5,8	4,5
2,07	0,11	5,0	5,8	4,5
2,10	0,11	5,0	5,8	4,5
2,12	0,12	5,0	5,8	4,5
2,14	0,12	5,0	5,8	4,5
2,17	0,12	5,0	5,8	4,5
2,19	0,11	5,0	5,8	4,5
2,22	0,11	5,0	5,8	4,5
2,24	0,12	5,0	5,8	4,5
2,27	0,12	5,0	5,8	4,5
2,29	0,11	5,0	5,8	4,5
2,31	0,11	5,0	5,8	4,5
2,34	0,12	5,0	5,8	4,5
2,36	0,12	5,0	5,8	4,5
2,39	0,12	5,0	5,8	4,5
2,41	0,12	5,0	5,8	4,5
2,44	0,13	5,0	5,8	4,5
2,46	0,13	5,0	5,8	4,5
2,49	0,12	5,0	5,8	4,5
2,51	0,12	5,0	5,8	4,5
2,53	0,13	5,0	5,8	4,5
2,56	0,13	5,0	5,8	4,5
2,58	0,13	5,0	5,8	4,5
2,61	0,13	5,0	5,8	4,5
2,63	0,14	5,0	5,8	4,5
2,66	0,14	5,0	5,8	4,5
2,68	0,14	5,0	5,8	4,5
2,71	0,14	5,0	5,8	4,5
2,73	0,15	5,0	5,8	4,5
2,75	0,15	5,0	5,8	4,5
2,78	0,15	5,0	5,8	4,5
2,80	0,15	5,0	5,8	4,5
2,83	0,15	5,0	5,8	4,5
2,85	0,16	5,0	5,8	4,5
2,88	0,15	5,0	5,8	4,5
2,90	0,15	5,0	5,8	4,5
2,93	0,15	5,0	5,8	4,5
2,95	0,16	5,0	5,8	4,5
2,97	0,16	5,0	5,8	4,5
3,00	0,15	5,0	5,8	4,5
3,02	0,15	5,0	5,8	4,5
3,05	0,16	5,0	5,8	4,5
3,07	0,16	5,0	5,8	4,5
3,10	0,15	5,0	5,8	4,5
3,12	0,15	5,0	5,8	4,5
3,15	0,16	5,0	5,8	4,5
3,17	0,16	5,0	5,8	4,5
3,19	0,15	5,0	5,8	4,5
3,22	0,15	5,0	5,8	4,5
3,24	0,16	5,0	5,8	4,5
3,27	0,16	5,0	5,8	4,5
3,29	0,15	5,0	5,8	4,5
3,32	0,15	5,0	5,8	4,5
3,34	0,16	5,0	5,8	4,5
3,36	0,16	5,0	5,8	4,5
3,39	0,14	5,0	5,8	4,5
3,41	0,15	5,0	5,8	4,5
3,44	0,15	5,0	5,8	4,5
3,46	0,15	5,0	5,8	4,5
3,49	0,14	5,0	5,8	4,5
3,51	0,15	5,0	5,8	4,5
3,54	0,16	5,0	5,8	4,5
3,56	0,16	5,0	5,8	4,5
3,58	0,15	5,0	5,8	4,5
3,61	0,15	5,0	5,8	4,5
3,63	0,15	5,0	5,8	4,5
3,66	0,15	5,0	5,8	4,5
3,68	0,15	5,0	5,8	4,5
3,71	0,15	5,0	5,8	4,5
3,73	0,15	5,0	5,8	4,5
3,76	0,15	5,0	5,8	4,5
3,78	0,14	5,0	5,8	4,5
3,80	0,15	5,0	5,8	4,5
3,83	0,15	5,0	5,8	4,5
3,85	0,15	5,0	5,8	4,5
3,88	0,15	5,0	5,8	4,5
3,90	0,15	5,0	5,8	4,5
3,93	0,15	5,0	5,8	4,5
3,95	0,15	5,0	5,8	4,5
3,98	0,15	5,0	5,8	4,5
4,00	0,16	5,0	5,8	4,5
4,02	0,16	5,0	5,8	4,5
4,05	0,15	5,0	5,8	4,5
4,07	0,15	5,0	5,8	4,5
4,10	0,16	5,0	5,8	4,5
4,12	0,16	5,0	5,8	4,5
4,15	0,15	5,0	5,8	4,5
4,17	0,15	5,0	5,8	4,5
4,20	0,16	5,0	5,8	4,5
4,22	0,16	5,0	5,8	4,5
4,24	0,15	5,0	5,8	4,5
4,27	0,16	5,0	5,8	4,5
4,29	0,16	5,0	5,8	4,5
4,32	0,16	5,0	5,8	4,5
4,34	0,16	5,0	5,8	4,5
4,37	0,16	5,0	5,8	4,5
4,39	0,17	5,0	5,8	4,5
4,42	0,17	5,0	5,8	4,5
4,44	0,16	5,0	5,8	4,5
4,46	0,17	5,0	5,8	4,5
4,49	0,18	5,0	5,8	4,5
4,51	0,18	5,0	5,8	4,5
4,54	0,17	5,0	5,8	4,5
4,56	0,17	5,0	5,8	4,5
4,59	0,17	5,0	5,8	4,5
4,61	0,17	5,0	5,8	4,5
4,63	0,18	5,0	5,8	4,5
4,66	0,17	5,0	5,8	4,5
4,68	0,17	5,0	5,8	4,5
4,71	0,17	5,0	5,8	4,5
4,73	0,18	5,0	5,8	4,5
4,76	0,17	5,0	5,8	4,5
4,78	0,17	5,0	5,8	4,5
4,81	0,17	5,0	5,8	4,5
4,83	0,17	5,0	5,8	4,5
4,85	0,17	5,0	5,8	4,5
4,88	0,17	5,0	5,8	4,5
4,90	0,17	5,0	5,8	4,5
4,93	0,17	5,0	5,8	4,5
4,95	0,16	5,0	5,8	4,5
4,98	0,17	5,0	5,8	4,5
5,00	0,17	5,0	5,8	4,5
5,03	0,17	5,0	5,8	4,5
5,05	0,17	5,0	5,8	4,5
5,07	0,17	5,0	5,8	4,5
5,10	0,17	5,0	5,8	4,5
5,12	0,17	5,0	5,8	4,5
5,15	0,17	5,0	5,8	4,5
5,17	0,17	5,0	5,8	4,5
5,20	0,17	5,0	5,8	4,5
5,22	0,17	5,0	5,8	4,5
5,25	0,17	5,0	5,8	4,5
5,27	0,17	5,0	5,8	4,5
5,29	0,16	5,0	5,8	4,5
5,32	0,16	5,0	5,8	4,5
5,34	0,17	5,0	5,8	4,5
5,37	0,17	5,0	5,8	4,5
5,39	0,16	5,0	5,8	4,5
5,42	0,17	5,0	5,8	4,5
5,44	0,17	5,0	5,8	4,5
5,47	0,17	5,0	5,8	4,5
5,49	0,17	5,0	5,8	4,5
5,51	0,17	5,0	5,8	4,5
5,54	0,17	5,0	5,8	4,5
5,56	0,17	5,0	5,8	4,5
5,59	0,17	5,0	5,8	4,5
5,61	0,17	5,0	5,8	4,5
5,64	0,17	5,0	5,8	4,5
5,66	0,17	5,0	5,8	4,5
5,68	0,17	5,0	5,8	4,5
5,71	0,18	5,0	5,8	4,5
5,73	0,18	5,0	5,8	4,5
5,76	0,17	5,0	5,8	4,5
5,78	0,17	5,0	5,8	4,5
5,81	0,18	5,0	5,8	4,5
5,83	0,18	5,0	5,8	4,5
5,86	0,17	5,0	5,8	4,5
5,88	0,17	5,0	5,8	4,5
5,90	0,18	5,0	5,8	4,5
5,93	0,18	5,0	5,8	4,5
5,95	0,17	5,0	5,8	4,5
5,98	0,18	5,0	5,8	4,5
6,00	0,19	5,0	5,8	4,5
6,03	0,19	5,0	5,8	4,5
6,05	0,18	5,0	5,8	4,5
6,08	0,18	5,0	5,8	4,5
6,10	0,19	5,0	5,8	4,5
6,12	0,19	5,0	5,8	4,5
6,15	0,18	5,0	5,8	4,5
6,17	0,18	5,0	5,8	4,5
6,20	0,19	5,0	5,8	4,5
6,22	0,19	5,0	5,8	4,5
6,25	0,18	5,0	5,8	4,5
6,27	0,18	5,0	5,8	4,5
6,30	0,19	5,0	5,8	4,5
6,32	0,19	5,0	5,8	4,5
6,34	0,18	5,0	5,8	4,5
6,37	0,19	5,0	5,8	4,5
6,39	0,20	5,0	5,8	4,5
6,42	0,20	5,0	5,8	4,5
6,44	0,19	5,0	5,8	4,5
